"ts","MP","par","seconds","TACw","PGKw","LRPw","SSQ"
"2025-09-08 21:58:39","CE",1.55876574443792,33.0481855869293,26240.2214096124,0.87052,0.02681,0.0234671761
"2025-09-08 21:59:10","CE",2.49123425556208,30.8775019645691,21899.2831748547,0.95485,0.00511,0.0305865121
"2025-09-08 21:59:41","CE",0.982468511124169,30.917457818985,29164.4940269528,0.7727,0.07041,0.0120099681
"2025-09-08 22:00:11","CE",0.626297233313746,30.1818704605103,31248.7523412053,0.66626,0.12137,0.0034374769
"2025-09-08 22:00:41","CE",0.406171277810423,30.6477694511414,32540.5912430507,0.57404,0.18067,4.48900000000005e-07
"2025-09-08 22:01:12","CE",0.270125955503323,30.6116909980774,33662.1790911116,0.49944,0.22496,0.0020214016
"2025-09-08 22:01:43","CE",0.424973558470396,30.7716474533081,32428.3767781846,0.58237,0.17441,3.12480999999998e-05
"2025-09-08 22:02:13","CE",0.40950461719618,30.2506368160248,32519.9815754313,0.57593,0.18004,1.60000000000098e-09
"2025-09-08 22:02:43","CE",0.412837956631608,30.318484544754,32499.5034382004,0.57737,0.17889,1.2321e-06
"2025-09-08 22:03:14","CE",0.40950461719618,30.3120596408844,32519.9815754313,0.57593,0.18004,1.60000000000098e-09
"2025-09-08 22:03:52","IR",1.55876574443792,33.2113070487976,33570.4815894605,0.53285,0.21467,0.0012020089
"2025-09-08 22:04:23","IR",2.49123425556208,30.7919535636902,35197.6527798574,0.45467,0.27507,0.0090383049
"2025-09-08 22:04:54","IR",0.982468511124169,31.2733690738678,30126.844615449,0.74341,0.09056,0.0079995136
"2025-09-08 22:05:25","IR",1.71113739735158,31.1911244392395,33951.8906788101,0.50844,0.23063,0.0025633969
"2025-09-08 22:05:56","IR",1.47792141923677,30.8336718082428,33345.7092428752,0.55052,0.20178,0.0004743684
"2025-09-08 22:06:26","IR",1.28867524816274,30.1259067058563,32572.1509515273,0.604,0.16593,0.0001979649
"2025-09-08 22:06:57","IR",1.35713901316805,30.5795586109161,32896.6213368026,0.58056,0.17896,1.08159999999997e-06
"2025-09-08 22:07:27","IR",1.36295731017526,30.1943318843842,32923.0285099829,0.57893,0.1803,8.99999999999968e-08
"2025-09-08 22:07:58","IR",1.36629066381824,30.7085809707642,32937.4056714304,0.57804,0.18111,1.2321e-06
"2025-09-08 22:08:29","IR",1.36295731017526,30.8869249820709,32923.0285099829,0.57893,0.1803,8.99999999999968e-08
"2025-09-08 22:09:48","SP",1.55876574443792,73.7370271682739,33521.6910070443,0.51148,0.22948,0.0024482704
"2025-09-08 22:11:01","SP",2.49123425556208,73.4682250022888,34291.5919868739,0.48237,0.24611,0.0043705321
"2025-09-08 22:12:12","SP",0.982468511124169,71.0504145622253,32547.991780435,0.54241,0.21759,0.0014130081
"2025-09-08 22:13:15","SP",0.626297233313746,63.049702167511,29963.2709620013,0.68433,0.11756,0.0038987536
"2025-09-08 22:14:26","SP",1.17517561360379,70.0811302661896,33001.2858618291,0.53048,0.2213,0.00170569
"2025-09-08 22:15:37","SP",0.846423188817069,71.0208802223206,32013.3017517349,0.55985,0.21204,0.0010265616
