"ts","MP","par","seconds","TACw","PGKw","LRPw","SSQ"
"2025-09-08 18:45:15","CE",1.55876574443792,33.2797162532806,26240.2214096124,0.87052,0.02681,0.0151757761
"2025-09-08 18:45:46","CE",2.49123425556208,31.1220424175262,21899.2831748547,0.95485,0.00511,0.0209931121
"2025-09-08 18:46:16","CE",0.982468511124169,30.8604190349579,29164.4940269528,0.7727,0.07041,0.0063345681
"2025-09-08 18:46:47","CE",0.626297233313746,30.5608916282654,31248.7523412053,0.66626,0.12137,0.000819676899999999
"2025-09-08 18:47:18","CE",0.406171277810423,31.0913877487183,32540.5912430507,0.57404,0.18067,0.0009406489
"2025-09-08 18:47:49","CE",0.526110803340707,30.7566487789154,31850.0065958413,0.62507,0.14793,4.28489999999995e-06
"2025-09-08 18:48:20","CE",0.52002750042038,31.2151970863342,31886.4712332148,0.62207,0.14956,1.93599999999996e-07
"2025-09-08 18:48:51","CE",0.516694159338034,30.8171367645264,31909.6364304994,0.62015,0.15081,6.56100000000008e-07
"2025-09-08 18:49:22","CE",0.52002750042038,30.6678218841553,31886.4712332148,0.62207,0.14956,1.93599999999996e-07
"2025-09-08 18:50:00","IR",1.55876574443792,33.3463416099548,33570.4815894605,0.53285,0.21467,0.0041822089
"2025-09-08 18:50:31","IR",2.49123425556208,30.9277925491333,35197.6527798574,0.45467,0.27507,0.0156425049
"2025-09-08 18:51:02","IR",0.982468511124169,31.1552119255066,30126.844615449,0.74341,0.09056,0.0035331136
"2025-09-08 18:51:33","IR",1.19450819711932,31.0315783023834,32041.1704978076,0.63919,0.14337,4.39569e-05
"2025-09-08 18:52:04","IR",1.2589494636497,30.8447022438049,32417.9751228521,0.61441,0.15981,9.62361000000003e-05
"2025-09-08 18:52:36","IR",1.22023357240358,31.3752701282501,32197.1211470926,0.62919,0.15022,4.83999999999991e-08
"2025-09-08 18:53:06","IR",1.22356692391981,30.6209723949432,32217.3338401436,0.62822,0.1507,4.90000000000009e-07
"2025-09-08 18:53:37","IR",1.21690022088735,30.8771102428436,32177.027751245,0.63041,0.1493,4.90000000000009e-07
"2025-09-08 18:54:08","IR",1.22023357240358,31.3435082435608,32197.1211470926,0.62919,0.15022,4.83999999999991e-08
"2025-09-08 18:55:28","SP",1.55876574443792,74.4098942279816,33521.6910070443,0.51148,0.22948,0.0063170704
"2025-09-08 18:56:42","SP",2.49123425556208,74.1088831424713,34291.5919868739,0.48237,0.24611,0.0092371321
"2025-09-08 18:57:54","SP",0.982468511124169,71.4650943279266,32547.991780435,0.54241,0.21759,0.0045684081
"2025-09-08 18:58:58","SP",0.626297233313746,64.0995049476624,29963.2709620013,0.68433,0.11756,0.0010523536
"2025-09-08 18:59:55","SP",0.406171277810423,56.9880554676056,7871.25843163472,1,0,0.0225
"2025-09-08 19:01:06","SP",0.762342555620847,71.4072322845459,31362.3025316296,0.57748,0.20441,0.0029604481
"2025-09-08 19:02:09","SP",0.542216600117524,63.0517299175262,21256.6026983157,0.99378,0.00011,0.0224670121
"2025-09-08 19:03:20","SP",0.678261922424624,70.5481638908386,30446.8780221007,0.60852,0.18196,0.0010214416
"2025-09-08 19:04:26","SP",0.653990099307692,66.5810673236847,30209.7062680497,0.6347,0.16174,0.0001378276
"2025-09-08 19:05:33","SP",0.650656756229147,66.5666816234589,30195.0873550232,0.638,0.15963,9.27369e-05
"2025-09-08 19:06:40","SP",0.644162230816271,66.6426899433136,30088.3822887813,0.64904,0.14937,3.9689999999999e-07
"2025-09-08 19:07:45","SP",0.637338408979238,64.8548362255096,30030.944780374,0.66152,0.13544,0.0002119936
"2025-09-08 19:08:48","SP",0.640828887884172,63.3713948726654,30058.737865374,0.65489,0.14237,5.82169e-05
"2025-09-08 19:09:55","SP",0.644162230816271,66.9657323360443,30088.3822887813,0.64904,0.14937,3.9689999999999e-07
"2025-09-08 19:10:56","SPAH",1.55876574443792,55.6608436107635,30596.9001193531,0.77874,0.059,0.008281
"2025-09-08 19:12:00","SPAH",2.49123425556208,64.5391316413879,31532.2911234178,0.70774,0.09126,0.0034503876
"2025-09-08 19:13:12","SPAH",3.06753148887583,71.3787598609924,31833.114156039,0.67456,0.11396,0.0012988816
"2025-09-08 19:14:27","SPAH",3.42370276668625,74.9820666313171,31960.9380969038,0.65196,0.12659,0.000548028099999999
"2025-09-08 19:15:55","SPAH",3.8503911106951,88.7755239009857,32032.7923113136,0.62978,0.14341,4.34280999999998e-05
"2025-09-08 19:17:20","SPAH",3.68741066588713,84.3321921825409,32025.3597142847,0.63856,0.13796,0.0001449616
"2025-09-08 19:18:49","SPAH",3.91568413026123,89.2364346981049,32045.5998373786,0.62611,0.14678,1.03684e-05
"2025-09-08 19:20:20","SPAH",3.94788992671043,90.628764629364,32046.3297898664,0.62493,0.14844,2.43360000000002e-06
"2025-09-08 19:21:50","SPAH",3.97799118760968,90.3280220031738,32049.7379940889,0.62326,0.15033,1.08899999999998e-07
"2025-09-08 19:23:21","SPAH",3.97465779499966,91.3095314502716,32048.8909944206,0.6233,0.15011,1.20999999999998e-08
"2025-09-08 19:24:52","SPAH",3.97132440243931,90.5327837467194,32049.4582491943,0.62356,0.15007,4.90000000000203e-09
"2025-09-08 19:26:23","SPAH",3.96237322921941,91.2792491912842,32048.0148246952,0.62415,0.14933,4.48900000000005e-07
"2025-09-08 19:27:55","SPAH",3.96799100992863,91.6174600124359,32045.0101057367,0.62389,0.14974,6.75999999999909e-08
"2025-09-08 19:29:25","SPAH",3.97132440243931,90.6918752193451,32049.4582491943,0.62356,0.15007,4.90000000000203e-09
