"ts","MP","par","seconds","TACw","PGKw","LRPw","SSQ"
"2025-09-08 20:28:04","CE",1.55876574443792,33.5485746860504,26240.2214096124,0.87052,0.02681,0.0299947761
"2025-09-08 20:28:35","CE",2.49123425556208,31.1353533267975,21899.2831748547,0.95485,0.00511,0.0379821121
"2025-09-08 20:29:06","CE",0.982468511124169,31.1840591430664,29164.4940269528,0.7727,0.07041,0.0167935681
"2025-09-08 20:29:37","CE",0.626297233313746,30.9047269821167,31248.7523412053,0.66626,0.12137,0.0061826769
"2025-09-08 20:30:08","CE",0.406171277810423,30.7381711006165,32540.5912430507,0.57404,0.18067,0.000373648900000001
"2025-09-08 20:30:39","CE",0.270125955503323,30.4690532684326,33662.1790911116,0.49944,0.22496,0.000623001599999999
"2025-09-08 20:31:09","CE",0.349714131525662,30.6028656959534,33002.3586921425,0.54511,0.19541,2.10681000000001e-05
"2025-09-08 20:31:40","CE",0.346380792981183,30.796553850174,33024.2928807854,0.54359,0.19611,1.51321e-05
"2025-09-08 20:32:10","CE",0.336122351256886,30.4521214962006,33103.6313563512,0.53837,0.19922,6.08400000000005e-07
"2025-09-08 20:32:41","CE",0.310913971214014,30.1738569736481,33311.4436979386,0.52319,0.20774,5.99076e-05
"2025-09-08 20:33:11","CE",0.33278901291494,30.828113079071,33129.4936549261,0.53641,0.20115,1.32249999999996e-06
"2025-09-08 20:33:42","CE",0.339455689598833,30.4675288200378,33082.3171179044,0.53996,0.19819,3.27610000000002e-06
"2025-09-08 20:34:12","CE",0.336122351256886,30.5912001132965,33103.6313563512,0.53837,0.19922,6.08400000000005e-07
"2025-09-08 20:34:51","IR",1.55876574443792,33.2237906455994,33570.4815894605,0.53285,0.21467,0.0002152089
"2025-09-08 20:35:22","IR",2.49123425556208,30.7833871841431,35197.6527798574,0.45467,0.27507,0.0056355049
"2025-09-08 20:35:53","IR",0.982468511124169,31.1970496177673,30126.844615449,0.74341,0.09056,0.0119771136
"2025-09-08 20:36:24","IR",1.85777158623881,30.9937434196472,34275.5218860383,0.48985,0.24526,0.0020484676
"2025-09-08 20:36:55","IR",1.33863978893459,30.5742611885071,32808.4673233033,0.58707,0.17559,0.000595848100000001
"2025-09-08 20:37:26","IR",1.5058041977208,31.3152039051056,33426.4206305443,0.54437,0.20559,3.12480999999998e-05
"2025-09-08 20:37:57","IR",1.47648262756621,30.7764708995819,33341.5694333346,0.55081,0.20137,1.87689999999995e-06
"2025-09-08 20:38:27","IR",1.47314927223157,30.5940279960632,33331.7895711091,0.55167,0.20096,9.21599999999978e-07
"2025-09-08 20:38:58","IR",1.46827249130885,30.6020932197571,33317.3542047843,0.55263,0.19989,1.20999999999998e-08
"2025-09-08 20:39:28","IR",1.41875720505538,30.4748232364655,33152.3685591879,0.56237,0.19196,6.46416000000003e-05
"2025-09-08 20:39:59","IR",1.4630621422978,30.476179599762,33301.5121321554,0.55352,0.19922,6.08400000000005e-07
"2025-09-08 20:40:29","IR",1.46827249130885,30.531055688858,33317.3542047843,0.55263,0.19989,1.20999999999998e-08
"2025-09-08 20:41:48","SP",1.55876574443792,73.6436281204224,33521.6910070443,0.51148,0.22948,0.000869070399999999
"2025-09-08 20:43:02","SP",2.49123425556208,73.5407040119171,34291.5919868739,0.48237,0.24611,0.0021261321
"2025-09-08 20:44:13","SP",0.982468511124169,71.0911011695862,32547.991780435,0.54241,0.21759,0.0003094081
"2025-09-08 20:45:16","SP",0.626297233313746,63.3892414569855,29963.2709620013,0.68433,0.11756,0.0067963536
"2025-09-08 20:46:27","SP",1.20259446662749,70.5450069904327,33056.073489908,0.52848,0.22141,0.000458388099999999
"2025-09-08 20:47:37","SP",0.846423188817069,70.3240547180176,32013.3017517349,0.55985,0.21204,0.0001449616
"2025-09-08 20:48:48","SP",0.762342555620847,70.4137628078461,31362.3025316296,0.57748,0.20441,1.94481e-05
"2025-09-08 20:49:56","SP",0.710377866509968,68.7524845600128,30792.9420930942,0.59222,0.19463,2.88369000000001e-05
"2025-09-08 20:51:06","SP",0.743704371103725,69.3686118125916,31169.2623708075,0.58041,0.20263,6.91689999999997e-06
"2025-09-08 20:52:14","SP",0.73988963634433,68.6194674968719,31127.2159286509,0.58137,0.20207,4.28489999999995e-06
"2025-09-08 20:53:22","SP",0.728617143335768,67.7807357311249,31003.0076685278,0.58363,0.20059,3.48099999999976e-07
"2025-09-08 20:54:33","SP",0.725283799145193,71.0538637638092,30967.3843349926,0.5847,0.19956,1.93600000000021e-07
"2025-09-08 20:55:41","SP",0.721950455004289,68.1034498214722,30932.6130175618,0.5867,0.19807,3.72490000000006e-06
"2025-09-08 20:56:52","SP",0.725283799145193,70.8606100082397,30967.3843349926,0.5847,0.19956,1.93600000000021e-07
"2025-09-08 20:58:01","SPAH",2.32269776693813,63.2494966983795,31403.2581383027,0.71763,0.08537,0.0131400369
"2025-09-08 20:59:25","SPAH",3.72730223306187,84.2003109455109,32034.2196657733,0.63656,0.1393,0.00368449
"2025-09-08 21:01:06","SPAH",4.59539553387625,101.352977991104,32130.0281559772,0.59459,0.17189,0.000790172100000001
"2025-09-08 21:02:58","SPAH",5.27642595639242,111.889332532883,32152.7821339296,0.56859,0.19348,4.25104e-05
"2025-09-08 21:04:53","SPAH",5.31616180068392,115.223837614059,32166.0399225983,0.56733,0.19478,2.72484e-05
"2025-09-08 21:06:49","SPAH",5.49022425908424,115.499590158463,32171.6786439342,0.56215,0.19874,1.58760000000003e-06
"2025-09-08 21:08:42","SPAH",5.6849412654739,112.872097492218,32174.4785078609,0.55959,0.20056,3.13599999999974e-07
"2025-09-08 21:10:36","SPAH",5.59614628748434,113.937278985977,32177.6414376934,0.56048,0.19944,3.13600000000006e-07
"2025-09-08 21:12:30","SPAH",5.64054377647912,114.586085319519,32177.8526463186,0.56004,0.20004,1.59999999999876e-09
"2025-09-08 21:14:26","SPAH",5.63721035909514,115.827248334885,32177.9487655685,0.56015,0.20004,1.59999999999876e-09
"2025-09-08 21:16:22","SPAH",5.63387694176082,116.002177715302,32180.4837146858,0.56015,0.19993,4.90000000000203e-09
"2025-09-08 21:18:18","SPAH",5.63721035909514,115.720519781113,32177.9487655685,0.56015,0.20004,1.59999999999876e-09
